Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Sarita_48,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Preeti_293,7000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Saanvi_209,12000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Preeti_303,5000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ishaan_40,7000,Short-term,Unfurnished,No,Yes,Day Scholar
Vihaan_313,20000,Short-term,Unfurnished,Yes,No,Day Scholar
Aryan_422,12000,Short-term,Unfurnished,Occasionally,No,Night Owl
Avni_310,7000,Long-term,Unfurnished,No,Yes,Night Owl
Ishaan_130,20000,Long-term,Semi-furnished,No,Yes,Day Scholar
Manish_495,5000,Long-term,Furnished,No,Yes,Day Scholar
Bhavya_386,5000,Long-term,Furnished,Occasionally,Yes,Night Owl
Aniket_481,15000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Siddharth_294,25000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Meera_195,5000,Long-term,Furnished,Yes,Yes,Night Owl
Yash_345,20000,Long-term,Semi-furnished,Yes,No,Day Scholar
Rahul_496,7000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Krishna_446,15000,Long-term,Semi-furnished,No,No,Night Owl
Ishita_84,10000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Ishita_71,25000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Vikram_229,12000,Short-term,Furnished,No,No,Night Owl
Pooja_274,20000,Long-term,Semi-furnished,No,Yes,Night Owl
Aniket_405,10000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Kavya_215,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Sneha_86,15000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Meera_394,25000,Long-term,Furnished,Yes,Yes,Day Scholar
Sneha_109,7000,Short-term,Unfurnished,No,Occasionally,Night Owl
Tanya_208,5000,Short-term,Semi-furnished,Yes,No,Night Owl
Rahul_152,5000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Ananya_42,7000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Aryan_307,12000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Kavya_195,7000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Avni_408,10000,Long-term,Furnished,No,No,Night Owl
Rahul_462,10000,Short-term,Furnished,No,Occasionally,Day Scholar
Simran_68,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Aniket_116,15000,Short-term,Furnished,Yes,No,Day Scholar
Kabir_354,7000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Rekha_127,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Vikram_63,5000,Long-term,Furnished,Yes,Yes,Day Scholar
Avni_343,5000,Long-term,Furnished,No,Yes,Night Owl
Aditya_362,15000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Arjun_460,10000,Long-term,Furnished,No,Yes,Day Scholar
Pooja_43,10000,Long-term,Semi-furnished,No,No,Day Scholar
Swati_252,20000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Aryan_263,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Vivaan_64,12000,Long-term,Furnished,Occasionally,Yes,Night Owl
Saanvi_72,15000,Long-term,Furnished,Yes,No,Day Scholar
Meera_218,25000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Sarita_291,12000,Short-term,Unfurnished,No,Yes,Night Owl
Simran_232,25000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ishaan_310,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Priya_325,20000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Aryan_212,12000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Rekha_46,12000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Saanvi_214,25000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Ishita_211,5000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Sneha_408,5000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Kabir_429,20000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Siddharth_265,5000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Kabir_173,12000,Long-term,Furnished,Occasionally,Yes,Night Owl
Aniket_36,25000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Gaurav_68,5000,Short-term,Unfurnished,No,Occasionally,Night Owl
Divya_387,20000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Manish_44,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Nisha_404,10000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Rahul_208,12000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Kavya_402,7000,Short-term,Semi-furnished,No,No,Day Scholar
Vihaan_357,15000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Priya_210,12000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Preeti_199,10000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Rajesh_93,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Ishaan_245,10000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Sarita_377,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Neha_26,10000,Long-term,Furnished,No,Occasionally,Day Scholar
Riya_176,20000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Aryan_102,7000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Saanvi_85,12000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Kavya_464,10000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Vivaan_41,10000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Divya_121,10000,Short-term,Furnished,Occasionally,No,Night Owl
Arjun_94,20000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Ishita_168,12000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Manish_378,7000,Long-term,Furnished,No,Yes,Night Owl
Vikram_64,7000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Bhavya_486,25000,Short-term,Furnished,No,Yes,Night Owl
Rohan_472,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Kabir_171,10000,Long-term,Unfurnished,Yes,No,Night Owl
Manish_47,10000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Bhavya_461,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Meera_183,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Kabir_5,20000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Bhavya_482,12000,Long-term,Unfurnished,Yes,Yes,Night Owl
Nisha_95,5000,Short-term,Furnished,No,Yes,Day Scholar
Pooja_318,5000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Riya_117,25000,Short-term,Semi-furnished,Yes,No,Night Owl
Pooja_402,12000,Short-term,Unfurnished,No,Yes,Day Scholar
Rajesh_264,20000,Short-term,Furnished,Yes,Yes,Night Owl
Aniket_378,20000,Long-term,Furnished,No,Occasionally,Night Owl
Pallavi_66,12000,Long-term,Unfurnished,No,Yes,Night Owl
Tanya_121,7000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Krishna_5,5000,Short-term,Furnished,Occasionally,Yes,Night Owl
Manish_353,10000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Siddharth_466,12000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Preeti_326,20000,Long-term,Furnished,Yes,Yes,Night Owl
Pallavi_348,25000,Short-term,Unfurnished,Yes,No,Night Owl
Pooja_354,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Pooja_117,15000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Aryan_432,10000,Short-term,Furnished,Yes,Yes,Night Owl
Nisha_409,12000,Long-term,Furnished,Yes,Yes,Day Scholar
Manish_267,7000,Short-term,Semi-furnished,Yes,No,Day Scholar
Ishita_143,5000,Short-term,Unfurnished,Yes,Yes,Night Owl
Siddharth_28,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Vihaan_420,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Bhavya_366,15000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Yash_218,7000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Tanya_13,7000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aryan_339,7000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Vihaan_141,15000,Short-term,Furnished,Yes,Yes,Night Owl
Aniket_285,20000,Short-term,Unfurnished,No,Occasionally,Night Owl
Saanvi_287,10000,Long-term,Furnished,No,Occasionally,Day Scholar
Neha_17,25000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Avni_39,10000,Short-term,Semi-furnished,No,Yes,Day Scholar
Pooja_140,10000,Long-term,Semi-furnished,No,No,Day Scholar
Meera_30,15000,Long-term,Furnished,Occasionally,Yes,Night Owl
Vihaan_13,25000,Long-term,Unfurnished,No,Occasionally,Night Owl
Siddharth_113,15000,Short-term,Furnished,Yes,No,Night Owl
Bhavya_303,10000,Short-term,Furnished,Occasionally,No,Night Owl
Aryan_486,20000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Vivaan_210,12000,Short-term,Furnished,Occasionally,Yes,Night Owl
Nisha_146,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_109,10000,Short-term,Semi-furnished,No,No,Day Scholar
Bhavya_102,20000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Sneha_221,12000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Krishna_380,15000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Aarav_54,12000,Short-term,Furnished,Yes,Yes,Day Scholar
Swati_270,7000,Long-term,Semi-furnished,No,Yes,Night Owl
Saanvi_395,12000,Short-term,Semi-furnished,No,No,Night Owl
Krishna_477,5000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Ananya_127,5000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Pooja_38,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Meera_294,7000,Long-term,Furnished,No,No,Night Owl
Rajesh_426,20000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Sneha_121,15000,Long-term,Furnished,Yes,No,Day Scholar
Ishaan_41,20000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Aanya_276,20000,Long-term,Furnished,Occasionally,No,Night Owl
Manish_337,5000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Pooja_176,5000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Rahul_427,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Preeti_220,10000,Long-term,Furnished,Yes,Yes,Night Owl
Siddharth_328,15000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Bhavya_132,10000,Short-term,Furnished,Yes,Occasionally,Night Owl
Ishita_25,12000,Short-term,Unfurnished,No,Yes,Night Owl
Kavya_412,5000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Vihaan_60,5000,Short-term,Unfurnished,No,Occasionally,Night Owl
Preeti_297,15000,Long-term,Unfurnished,Yes,Yes,Night Owl
Siddharth_175,5000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Arjun_65,7000,Long-term,Furnished,Yes,No,Night Owl
Divya_368,25000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Vihaan_80,7000,Short-term,Unfurnished,Yes,No,Night Owl
Sneha_416,12000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Arjun_257,15000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Tanya_20,20000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Saanvi_196,5000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Pooja_64,25000,Short-term,Unfurnished,No,Occasionally,Night Owl
Vikram_14,15000,Short-term,Unfurnished,Yes,Yes,Night Owl
Sneha_19,15000,Long-term,Furnished,Yes,No,Night Owl
Rajesh_193,10000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Swati_95,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Simran_488,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Riya_20,12000,Long-term,Unfurnished,No,Yes,Night Owl
Kavya_478,5000,Long-term,Furnished,Yes,Yes,Day Scholar
Pooja_425,20000,Long-term,Furnished,Yes,No,Night Owl
Divya_471,20000,Short-term,Semi-furnished,Yes,No,Day Scholar
Aditya_402,5000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Krishna_86,12000,Short-term,Semi-furnished,Yes,No,Night Owl
Kavya_174,12000,Long-term,Semi-furnished,No,Yes,Day Scholar
Manish_487,15000,Long-term,Unfurnished,No,Yes,Day Scholar
Aanya_343,15000,Long-term,Unfurnished,Yes,No,Day Scholar
Pooja_55,10000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Simran_373,10000,Short-term,Furnished,Occasionally,No,Night Owl
Rajesh_238,15000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Pallavi_188,5000,Long-term,Unfurnished,Yes,No,Day Scholar
Ishita_461,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Rahul_150,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Vikram_204,12000,Short-term,Furnished,Yes,No,Day Scholar
Aniket_271,15000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Vikram_256,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sarita_239,7000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Saanvi_202,15000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Avni_39,7000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Aryan_340,7000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Siddharth_133,15000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Pallavi_16,20000,Short-term,Semi-furnished,No,Yes,Day Scholar
Saanvi_464,12000,Long-term,Furnished,Yes,Yes,Day Scholar
Tanya_28,25000,Long-term,Furnished,No,No,Night Owl
Bhavya_450,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Rohan_456,12000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Pooja_339,15000,Short-term,Semi-furnished,No,Yes,Day Scholar
Sarita_404,5000,Short-term,Furnished,Yes,No,Night Owl
Nisha_375,25000,Long-term,Semi-furnished,No,Yes,Night Owl
Pooja_81,25000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Vihaan_361,5000,Short-term,Unfurnished,Yes,No,Night Owl
Nisha_419,20000,Short-term,Furnished,Yes,Occasionally,Night Owl
Rajesh_324,15000,Long-term,Unfurnished,No,Yes,Night Owl
Aarav_127,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Swati_134,12000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Tanya_356,20000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Tanya_361,25000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Swati_42,10000,Long-term,Furnished,No,No,Night Owl
Divya_282,15000,Short-term,Unfurnished,No,No,Day Scholar
Kavya_277,10000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Sarita_418,10000,Short-term,Furnished,No,Occasionally,Night Owl
Ananya_7,5000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Saanvi_96,12000,Short-term,Furnished,Yes,No,Day Scholar
Bhavya_146,20000,Short-term,Unfurnished,Yes,No,Day Scholar
Neha_499,10000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Saanvi_72,7000,Long-term,Unfurnished,No,Yes,Night Owl
Pooja_80,12000,Short-term,Unfurnished,Yes,No,Day Scholar
Arjun_448,20000,Long-term,Furnished,Yes,Occasionally,Night Owl
Sarita_238,10000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Gaurav_51,15000,Long-term,Furnished,No,No,Day Scholar
Pallavi_176,12000,Long-term,Unfurnished,Yes,Yes,Night Owl
Yash_172,25000,Short-term,Semi-furnished,No,Yes,Day Scholar
Bhavya_208,12000,Long-term,Semi-furnished,Yes,No,Night Owl
Bhavya_331,7000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Rajesh_142,20000,Long-term,Semi-furnished,No,No,Day Scholar
Aarav_381,20000,Short-term,Furnished,No,Yes,Day Scholar
Aditya_477,20000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Aryan_101,15000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Nisha_374,15000,Long-term,Unfurnished,No,No,Night Owl
Manish_72,12000,Short-term,Semi-furnished,No,Yes,Night Owl
Vikram_229,15000,Long-term,Unfurnished,Occasionally,No,Night Owl
Nisha_249,20000,Short-term,Unfurnished,Yes,Yes,Night Owl
Rekha_307,15000,Short-term,Furnished,No,No,Day Scholar
Meera_196,10000,Long-term,Furnished,Yes,No,Night Owl
Sneha_412,5000,Long-term,Furnished,Yes,Occasionally,Night Owl
Divya_194,5000,Long-term,Unfurnished,Yes,Yes,Night Owl
Arjun_72,12000,Long-term,Furnished,Occasionally,No,Night Owl
Preeti_123,12000,Long-term,Unfurnished,No,Occasionally,Night Owl
Pallavi_199,12000,Short-term,Unfurnished,No,No,Night Owl
Kavya_451,12000,Long-term,Unfurnished,Yes,No,Night Owl
Vihaan_174,15000,Long-term,Furnished,Occasionally,No,Day Scholar
Meera_256,12000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Nisha_488,15000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Siddharth_43,20000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Swati_398,15000,Short-term,Furnished,No,Yes,Night Owl
Avni_487,10000,Long-term,Furnished,No,Yes,Night Owl
Gaurav_322,25000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Rajesh_223,25000,Short-term,Furnished,Yes,Yes,Night Owl
Aanya_183,7000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Preeti_281,12000,Long-term,Semi-furnished,No,Yes,Night Owl
Tanya_180,7000,Short-term,Semi-furnished,Yes,No,Day Scholar
Tanya_233,15000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Rahul_449,12000,Short-term,Furnished,No,No,Night Owl
Bhavya_422,25000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Preeti_83,10000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Vikram_4,5000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aarav_127,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Saanvi_443,15000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Pallavi_11,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Riya_101,25000,Long-term,Unfurnished,Yes,No,Day Scholar
Rohan_162,10000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Rahul_275,12000,Long-term,Furnished,Yes,No,Day Scholar
Bhavya_234,12000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Pooja_286,25000,Short-term,Semi-furnished,No,No,Day Scholar
Pooja_480,10000,Long-term,Unfurnished,No,Yes,Day Scholar
Sneha_85,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Tanya_129,10000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Pooja_329,25000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Siddharth_380,10000,Long-term,Semi-furnished,No,No,Night Owl
Ishaan_434,20000,Short-term,Semi-furnished,No,No,Night Owl
Manish_16,7000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Nisha_108,5000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Yash_282,15000,Long-term,Furnished,Occasionally,No,Day Scholar
Avni_293,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Pooja_256,10000,Long-term,Furnished,Occasionally,No,Day Scholar
Riya_411,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Sneha_164,25000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Nisha_185,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Simran_234,15000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Siddharth_165,15000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Simran_23,12000,Long-term,Furnished,Occasionally,No,Night Owl
Siddharth_384,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Meera_325,7000,Long-term,Unfurnished,No,No,Night Owl
Preeti_82,7000,Short-term,Furnished,No,Occasionally,Day Scholar
Manish_12,15000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Priya_128,10000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Pooja_340,10000,Short-term,Unfurnished,Yes,No,Night Owl
Rekha_13,25000,Short-term,Furnished,Yes,Yes,Day Scholar
Tanya_284,7000,Short-term,Semi-furnished,No,No,Night Owl
Ananya_354,15000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Pallavi_349,15000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Rohan_93,10000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Vihaan_423,7000,Short-term,Semi-furnished,Yes,No,Night Owl
Ishita_473,7000,Short-term,Semi-furnished,No,Yes,Day Scholar
Aniket_313,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Sneha_405,5000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Simran_66,12000,Short-term,Semi-furnished,No,No,Night Owl
Manish_33,15000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Rekha_97,15000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Kavya_42,5000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Aanya_448,10000,Short-term,Furnished,No,No,Day Scholar
Riya_217,5000,Short-term,Semi-furnished,No,No,Night Owl
Divya_435,10000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Gaurav_268,5000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Aditya_156,20000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Aryan_119,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Aarav_304,25000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Simran_29,25000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Kavya_465,25000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Sarita_449,20000,Short-term,Furnished,No,Occasionally,Night Owl
Pallavi_57,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Preeti_339,12000,Short-term,Unfurnished,No,No,Day Scholar
Aryan_63,10000,Short-term,Unfurnished,No,Occasionally,Night Owl
Avni_405,10000,Short-term,Semi-furnished,No,No,Day Scholar
Ishaan_227,12000,Short-term,Furnished,Occasionally,Yes,Night Owl
Vivaan_116,12000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Bhavya_373,20000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Avni_459,25000,Long-term,Unfurnished,Yes,No,Day Scholar
Aditya_395,15000,Short-term,Semi-furnished,No,Yes,Day Scholar
Aryan_463,5000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Kabir_273,5000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Neha_449,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Ishita_417,20000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Aarav_164,7000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Gaurav_486,15000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Preeti_191,12000,Short-term,Furnished,Yes,No,Night Owl
Kavya_246,20000,Short-term,Furnished,No,Yes,Day Scholar
Aniket_47,25000,Long-term,Unfurnished,Yes,No,Night Owl
Vikram_238,12000,Long-term,Furnished,Yes,Yes,Day Scholar
Swati_101,25000,Short-term,Furnished,Yes,No,Day Scholar
Avni_44,12000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Avni_46,12000,Long-term,Unfurnished,Yes,No,Day Scholar
Gaurav_360,25000,Short-term,Furnished,No,No,Night Owl
Krishna_320,25000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Ishita_245,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Meera_388,7000,Short-term,Unfurnished,Yes,Yes,Night Owl
Siddharth_194,7000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Bhavya_498,10000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ishita_78,12000,Short-term,Unfurnished,Occasionally,No,Night Owl
Nisha_33,5000,Short-term,Unfurnished,Occasionally,No,Night Owl
Ishita_78,7000,Short-term,Furnished,Yes,Yes,Night Owl
Aditya_127,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Divya_356,7000,Short-term,Unfurnished,No,Yes,Day Scholar
Siddharth_65,7000,Short-term,Furnished,Yes,No,Day Scholar
Swati_301,15000,Long-term,Furnished,Occasionally,Yes,Night Owl
Krishna_342,20000,Short-term,Semi-furnished,No,Yes,Night Owl
Nisha_25,15000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Preeti_402,12000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Aryan_181,7000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Aniket_147,7000,Short-term,Furnished,No,Occasionally,Day Scholar
Bhavya_448,10000,Short-term,Furnished,Yes,Occasionally,Night Owl
Aditya_262,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Rahul_154,10000,Short-term,Furnished,No,Yes,Night Owl
Ananya_407,12000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Yash_142,25000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Rohan_35,12000,Long-term,Furnished,No,Occasionally,Day Scholar
Sneha_274,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Rahul_45,25000,Long-term,Furnished,No,No,Day Scholar
Kavya_282,10000,Short-term,Unfurnished,Yes,No,Night Owl
Riya_220,15000,Short-term,Semi-furnished,No,Yes,Night Owl
Aanya_276,12000,Long-term,Furnished,Yes,Yes,Night Owl
Avni_376,12000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Pooja_7,12000,Long-term,Furnished,Yes,Yes,Night Owl
Manish_140,20000,Long-term,Unfurnished,Occasionally,No,Night Owl
Ishita_172,20000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Rahul_17,25000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Krishna_180,20000,Long-term,Unfurnished,No,Yes,Day Scholar
Vivaan_340,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Vikram_121,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_489,15000,Long-term,Furnished,Yes,Yes,Night Owl
Swati_120,20000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Priya_39,10000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Krishna_50,7000,Long-term,Furnished,No,No,Day Scholar
Avni_449,7000,Short-term,Unfurnished,No,No,Day Scholar
Siddharth_230,20000,Short-term,Furnished,Occasionally,No,Day Scholar
Aryan_374,25000,Long-term,Unfurnished,No,No,Night Owl
Riya_434,25000,Long-term,Furnished,No,Yes,Day Scholar
Swati_171,12000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Aniket_372,12000,Long-term,Unfurnished,Yes,No,Night Owl
Vikram_355,25000,Long-term,Unfurnished,No,Yes,Night Owl
Arjun_87,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Sneha_422,25000,Long-term,Furnished,Yes,Yes,Night Owl
Vivaan_382,7000,Short-term,Furnished,No,Yes,Day Scholar
Pallavi_166,7000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Sneha_298,25000,Short-term,Unfurnished,No,Occasionally,Night Owl
