Name,Age,Occupation,Gender,Location,Room Type,Hostel Availability,Rating
Sunrise PG Inn,40,Artist,Male,Delhi,Shared,Yes,5
Urban Habitat Inn,37,Freelancer,Other,Kolkata,Single,No,1
Skyline PG Living,44,Artist,Male,Mumbai,Single,No,1
Happy Homes Living,22,Business Owner,Female,Mumbai,Single,Yes,3
Metro Living Stay,23,Teacher,Female,Delhi,Shared,No,1
Safe Haven Inn,43,Student,Female,Hyderabad,Dormitory,No,2
Cozy Nest Living,43,Student,Male,Ahmedabad,Dormitory,Yes,3
Harmony Living Living,25,Student,Female,Pune,Single,No,3
NestAway PG Inn,33,Doctor,Other,Kolkata,Dormitory,No,5
Comfort Inn Stay,40,Business Owner,Other,Mumbai,Dormitory,Yes,5
Skyline PG Lodge,22,Business Owner,Female,Ahmedabad,Single,Yes,5
Harmony Living Residency,28,Student,Other,Bangalore,Shared,No,1
Metro Living Residency,21,Business Owner,Male,Ahmedabad,Single,No,5
Smart Stay Residency,44,Freelancer,Other,Chennai,Single,No,2
NestAway PG Residency,41,Freelancer,Female,Chennai,Single,No,5
Comfort Inn Living,31,Business Owner,Male,Hyderabad,Single,No,3
Infinity PG Living,19,Teacher,Male,Pune,Single,No,1
NestAway PG Stay,42,Doctor,Male,Ahmedabad,Dormitory,Yes,1
Serene Stay Residency,27,Student,Male,Mumbai,Shared,No,4
Pearl Residency Living,41,Student,Male,Mumbai,Dormitory,Yes,5
Cozy Nest Inn,41,Teacher,Male,Chennai,Single,Yes,2
Tranquil Residency Inn,26,Doctor,Male,Ahmedabad,Single,No,1
Safe Haven Lodge,44,Software Engineer,Female,Chennai,Single,Yes,5
Comfort Inn Residency,23,Teacher,Female,Pune,Shared,No,4
Cozy Nest Stay,44,Student,Male,Bangalore,Single,No,1
Smart Stay Lodge,18,Freelancer,Female,Delhi,Dormitory,No,1
The Urban Nest Residency,24,Software Engineer,Male,Bangalore,Single,Yes,1
Pearl Residency Lodge,38,Freelancer,Other,Kolkata,Dormitory,Yes,4
Pearl Residency Stay,26,Freelancer,Male,Delhi,Single,No,1
Royal Residency Residency,34,Software Engineer,Other,Ahmedabad,Single,No,5
Tranquil Residency Residency,40,Business Owner,Male,Bangalore,Shared,Yes,2
Blue Sky PG Living,28,Student,Female,Ahmedabad,Single,Yes,3
NestAway PG Lodge,43,Doctor,Male,Ahmedabad,Dormitory,No,1
Maple PG Residency,34,Software Engineer,Male,Pune,Single,No,3
Blue Sky PG Lodge,36,Teacher,Female,Kolkata,Dormitory,Yes,2
Smart Stay Living,45,Business Owner,Male,Kolkata,Shared,No,4
Happy Homes Living,18,Teacher,Other,Bangalore,Dormitory,Yes,4
Greenwood PG Residency,25,Doctor,Male,Bangalore,Shared,Yes,3
NestAway PG Stay,39,Freelancer,Other,Kolkata,Dormitory,Yes,3
Skyline PG Stay,27,Freelancer,Female,Mumbai,Shared,No,5
Happy Homes Living,27,Freelancer,Other,Pune,Single,No,1
Elite Stay Living,44,Business Owner,Other,Delhi,Single,No,4
Smart Stay Stay,36,Doctor,Other,Ahmedabad,Shared,Yes,1
Elite Stay Lodge,44,Business Owner,Other,Mumbai,Single,Yes,1
Elite Stay Inn,21,Freelancer,Female,Hyderabad,Shared,No,1
Comfort Inn Living,34,Teacher,Male,Hyderabad,Shared,No,5
Lotus Living Residency,45,Freelancer,Female,Kolkata,Single,Yes,4
Safe Haven Stay,30,Teacher,Female,Bangalore,Single,Yes,3
Lotus Living Residency,35,Freelancer,Female,Chennai,Dormitory,Yes,3
Elite Stay Residency,43,Artist,Other,Bangalore,Dormitory,Yes,5
Blue Sky PG Inn,24,Freelancer,Male,Pune,Dormitory,Yes,4
Safe Haven Lodge,33,Software Engineer,Female,Hyderabad,Shared,Yes,3
Maple PG Lodge,27,Artist,Male,Ahmedabad,Single,Yes,1
The Urban Nest Residency,31,Freelancer,Female,Bangalore,Shared,Yes,5
Serene Stay Stay,43,Doctor,Other,Mumbai,Single,Yes,3
City Comforts Stay,20,Business Owner,Male,Delhi,Single,Yes,1
Tranquil Residency Residency,44,Student,Female,Delhi,Dormitory,No,1
Comfort Inn Lodge,37,Software Engineer,Female,Chennai,Dormitory,No,2
Infinity PG Residency,33,Doctor,Other,Bangalore,Shared,No,3
Safe Haven Inn,18,Software Engineer,Female,Kolkata,Single,Yes,3
The Urban Nest Living,42,Artist,Female,Pune,Dormitory,No,3
The Urban Nest Inn,26,Student,Other,Kolkata,Shared,No,3
City Comforts Stay,33,Student,Male,Ahmedabad,Dormitory,No,5
Happy Homes Inn,21,Student,Male,Kolkata,Dormitory,Yes,4
Sunrise PG Inn,28,Freelancer,Other,Kolkata,Shared,Yes,4
Cozy Nest Lodge,29,Software Engineer,Male,Pune,Shared,Yes,4
Happy Homes Living,39,Freelancer,Other,Pune,Single,No,1
NestAway PG Living,28,Doctor,Male,Pune,Single,Yes,3
Metro Living Lodge,37,Doctor,Other,Delhi,Single,No,1
Cozy Nest Lodge,21,Freelancer,Female,Bangalore,Single,Yes,5
Safe Haven Residency,18,Teacher,Female,Bangalore,Single,No,1
Tranquil Residency Stay,19,Business Owner,Female,Kolkata,Shared,Yes,4
Maple PG Stay,36,Software Engineer,Other,Kolkata,Single,Yes,3
Infinity PG Lodge,26,Freelancer,Female,Mumbai,Single,Yes,1
Urban Habitat Residency,44,Software Engineer,Male,Ahmedabad,Dormitory,Yes,3
Royal Residency Residency,41,Artist,Other,Mumbai,Shared,Yes,2
Skyline PG Living,39,Doctor,Other,Kolkata,Shared,No,5
Sunrise PG Stay,27,Software Engineer,Other,Delhi,Dormitory,Yes,5
Safe Haven Inn,19,Doctor,Female,Ahmedabad,Dormitory,No,3
Happy Homes Residency,45,Business Owner,Other,Mumbai,Dormitory,No,4
Golden Acres PG Residency,37,Teacher,Other,Hyderabad,Shared,Yes,3
Skyline PG Residency,30,Teacher,Male,Ahmedabad,Dormitory,No,2
Tranquil Residency Living,40,Artist,Other,Ahmedabad,Shared,Yes,5
The Urban Nest Lodge,28,Software Engineer,Female,Pune,Single,No,2
Urban Habitat Living,38,Artist,Other,Chennai,Single,No,3
Comfort Inn Inn,26,Artist,Female,Delhi,Shared,Yes,5
Comfort Inn Lodge,21,Teacher,Male,Delhi,Single,No,4
Greenwood PG Stay,36,Software Engineer,Other,Ahmedabad,Single,Yes,5
Lotus Living Inn,41,Software Engineer,Female,Ahmedabad,Single,Yes,2
Maple PG Lodge,23,Teacher,Other,Kolkata,Single,Yes,5
Cozy Nest Living,38,Freelancer,Other,Delhi,Single,No,5
Metro Living Residency,36,Software Engineer,Male,Pune,Single,Yes,5
Cozy Nest Inn,19,Freelancer,Male,Ahmedabad,Dormitory,No,1
Urban Habitat Living,18,Freelancer,Female,Delhi,Single,Yes,5
Greenwood PG Residency,18,Teacher,Female,Delhi,Shared,No,1
Golden Acres PG Stay,37,Software Engineer,Female,Kolkata,Single,No,4
Tranquil Residency Residency,34,Teacher,Female,Pune,Shared,Yes,5
Happy Homes Inn,32,Business Owner,Other,Ahmedabad,Single,No,5
Safe Haven Inn,29,Business Owner,Female,Mumbai,Single,No,4
Lotus Living Living,45,Teacher,Female,Kolkata,Dormitory,No,2
Blue Sky PG Lodge,21,Artist,Female,Mumbai,Single,Yes,2
The Urban Nest Stay,30,Artist,Female,Bangalore,Single,No,3
Greenwood PG Lodge,29,Artist,Other,Ahmedabad,Shared,No,2
Maple PG Inn,25,Artist,Female,Bangalore,Dormitory,Yes,1
Greenwood PG Lodge,35,Business Owner,Male,Chennai,Shared,No,3
Blue Sky PG Lodge,43,Business Owner,Male,Mumbai,Single,No,2
Safe Haven Lodge,35,Doctor,Male,Pune,Single,No,3
Safe Haven Residency,29,Software Engineer,Other,Delhi,Single,Yes,2
Blue Sky PG Living,23,Software Engineer,Female,Hyderabad,Shared,No,1
Elite Stay Inn,45,Teacher,Female,Chennai,Single,No,4
NestAway PG Lodge,21,Student,Other,Mumbai,Dormitory,No,4
Royal Residency Residency,24,Teacher,Female,Kolkata,Shared,Yes,1
Maple PG Inn,22,Doctor,Male,Ahmedabad,Dormitory,Yes,5
Pearl Residency Inn,31,Teacher,Female,Bangalore,Shared,Yes,2
Happy Homes Inn,34,Software Engineer,Female,Pune,Shared,No,4
Lotus Living Living,43,Software Engineer,Female,Mumbai,Shared,Yes,3
Infinity PG Residency,36,Student,Other,Bangalore,Shared,Yes,4
Comfort Inn Lodge,18,Business Owner,Female,Hyderabad,Shared,No,1
Sunrise PG Living,18,Business Owner,Female,Delhi,Single,Yes,2
Golden Acres PG Living,42,Freelancer,Male,Mumbai,Shared,No,1
Serene Stay Stay,20,Software Engineer,Other,Bangalore,Single,Yes,5
Elite Stay Residency,28,Student,Female,Pune,Single,Yes,4
Greenwood PG Inn,20,Student,Male,Delhi,Shared,No,1
Smart Stay Living,30,Teacher,Other,Delhi,Dormitory,No,4
Safe Haven Stay,21,Student,Male,Chennai,Shared,No,3
Infinity PG Living,34,Artist,Male,Chennai,Single,No,4
Urban Habitat Stay,39,Artist,Female,Ahmedabad,Shared,No,4
Blue Sky PG Lodge,41,Freelancer,Male,Hyderabad,Single,Yes,3
Maple PG Inn,28,Doctor,Other,Ahmedabad,Dormitory,No,4
Elite Stay Residency,22,Doctor,Other,Chennai,Single,Yes,5
Greenwood PG Living,24,Student,Other,Hyderabad,Single,Yes,2
Greenwood PG Lodge,40,Student,Male,Chennai,Dormitory,No,3
The Urban Nest Living,34,Software Engineer,Female,Chennai,Shared,No,4
Pearl Residency Residency,25,Student,Female,Ahmedabad,Single,Yes,4
Harmony Living Residency,29,Freelancer,Female,Delhi,Dormitory,Yes,5
Sunrise PG Stay,40,Teacher,Male,Delhi,Single,Yes,2
Harmony Living Stay,41,Teacher,Male,Hyderabad,Dormitory,No,5
Happy Homes Lodge,33,Business Owner,Male,Delhi,Dormitory,No,1
Skyline PG Residency,34,Teacher,Other,Delhi,Single,No,1
Cozy Nest Lodge,41,Student,Female,Ahmedabad,Dormitory,No,1
NestAway PG Residency,18,Teacher,Male,Kolkata,Single,Yes,2
Comfort Inn Lodge,41,Software Engineer,Other,Ahmedabad,Shared,Yes,3
Happy Homes Residency,19,Software Engineer,Other,Pune,Shared,Yes,2
Elite Stay Stay,30,Artist,Female,Pune,Shared,Yes,4
Sunrise PG Living,18,Software Engineer,Other,Bangalore,Single,No,4
Golden Acres PG Lodge,26,Teacher,Female,Kolkata,Single,No,5
Metro Living Inn,32,Teacher,Other,Bangalore,Dormitory,No,1
Blue Sky PG Stay,21,Business Owner,Other,Mumbai,Shared,Yes,1
Urban Habitat Residency,35,Teacher,Male,Hyderabad,Shared,No,5
Pearl Residency Lodge,45,Freelancer,Male,Mumbai,Single,No,3
Lotus Living Residency,44,Business Owner,Male,Pune,Shared,Yes,2
Safe Haven Inn,33,Doctor,Female,Pune,Single,Yes,3
Greenwood PG Inn,42,Doctor,Other,Hyderabad,Shared,Yes,2
Greenwood PG Stay,36,Business Owner,Male,Kolkata,Dormitory,Yes,5
Harmony Living Stay,33,Freelancer,Female,Chennai,Single,Yes,3
Metro Living Living,30,Doctor,Other,Delhi,Single,No,1
Blue Sky PG Inn,32,Software Engineer,Other,Ahmedabad,Shared,Yes,3
Skyline PG Living,18,Software Engineer,Other,Bangalore,Dormitory,No,4
Royal Residency Inn,18,Artist,Female,Chennai,Single,Yes,1
Lotus Living Lodge,29,Business Owner,Other,Chennai,Single,Yes,4
Maple PG Lodge,42,Artist,Male,Ahmedabad,Dormitory,No,1
Urban Habitat Stay,20,Student,Male,Mumbai,Single,Yes,5
Metro Living Lodge,26,Software Engineer,Male,Pune,Single,Yes,3
Safe Haven Living,31,Student,Male,Mumbai,Dormitory,No,2
Greenwood PG Inn,44,Business Owner,Female,Kolkata,Single,Yes,3
Urban Habitat Lodge,19,Artist,Female,Pune,Single,Yes,3
Happy Homes Living,32,Artist,Female,Bangalore,Dormitory,No,2
Tranquil Residency Stay,20,Doctor,Female,Delhi,Shared,No,1
Happy Homes Living,29,Teacher,Other,Kolkata,Single,No,2
Maple PG Living,22,Teacher,Other,Bangalore,Single,No,4
Lotus Living Stay,28,Student,Other,Hyderabad,Single,No,4
NestAway PG Inn,23,Freelancer,Other,Ahmedabad,Shared,No,1
Tranquil Residency Inn,37,Artist,Female,Delhi,Shared,No,3
Maple PG Inn,41,Student,Other,Bangalore,Shared,No,5
Elite Stay Lodge,19,Student,Male,Pune,Dormitory,No,5
City Comforts Living,20,Teacher,Female,Kolkata,Shared,No,3
Golden Acres PG Inn,40,Artist,Other,Mumbai,Dormitory,Yes,5
Lotus Living Residency,25,Doctor,Female,Mumbai,Shared,Yes,1
City Comforts Stay,34,Software Engineer,Female,Mumbai,Single,Yes,2
Lotus Living Stay,36,Software Engineer,Female,Bangalore,Dormitory,Yes,2
Greenwood PG Stay,35,Doctor,Other,Pune,Single,Yes,1
Elite Stay Lodge,23,Doctor,Other,Mumbai,Single,Yes,5
Metro Living Living,41,Teacher,Male,Delhi,Shared,Yes,4
Tranquil Residency Stay,43,Doctor,Other,Chennai,Dormitory,No,5
Blue Sky PG Stay,34,Artist,Female,Kolkata,Dormitory,Yes,4
Lotus Living Living,36,Artist,Other,Hyderabad,Shared,Yes,5
Blue Sky PG Stay,43,Software Engineer,Female,Chennai,Single,Yes,2
Golden Acres PG Inn,41,Business Owner,Male,Kolkata,Dormitory,Yes,2
Skyline PG Stay,24,Business Owner,Female,Mumbai,Dormitory,Yes,5
City Comforts Lodge,23,Student,Other,Kolkata,Single,No,5
The Urban Nest Living,40,Doctor,Other,Kolkata,Single,Yes,5
Smart Stay Living,34,Business Owner,Other,Chennai,Shared,No,4
Metro Living Inn,38,Student,Female,Delhi,Dormitory,Yes,4
City Comforts Lodge,27,Business Owner,Other,Kolkata,Dormitory,No,2
Infinity PG Lodge,40,Business Owner,Male,Chennai,Shared,Yes,1
Serene Stay Residency,43,Freelancer,Female,Mumbai,Shared,No,5
Urban Habitat Inn,27,Teacher,Female,Chennai,Shared,No,1
Serene Stay Residency,18,Student,Male,Mumbai,Dormitory,Yes,3
Serene Stay Lodge,38,Doctor,Female,Kolkata,Single,Yes,4
Urban Habitat Residency,33,Doctor,Male,Ahmedabad,Dormitory,Yes,2
Urban Habitat Stay,26,Doctor,Other,Kolkata,Shared,No,1
Blue Sky PG Living,26,Teacher,Male,Ahmedabad,Shared,No,4
Urban Habitat Inn,34,Student,Female,Mumbai,Dormitory,No,4
Blue Sky PG Stay,44,Software Engineer,Other,Pune,Dormitory,Yes,1
Cozy Nest Living,18,Student,Male,Chennai,Dormitory,Yes,1
Elite Stay Lodge,45,Artist,Female,Bangalore,Shared,Yes,2
Blue Sky PG Stay,27,Artist,Male,Ahmedabad,Dormitory,Yes,2
Maple PG Stay,42,Artist,Other,Bangalore,Shared,No,5
Comfort Inn Stay,23,Artist,Male,Delhi,Single,Yes,1
City Comforts Inn,29,Doctor,Female,Bangalore,Shared,No,5
Blue Sky PG Stay,23,Business Owner,Other,Chennai,Dormitory,Yes,1
Skyline PG Residency,21,Doctor,Male,Kolkata,Shared,Yes,2
Harmony Living Living,18,Teacher,Male,Pune,Single,Yes,2
Serene Stay Stay,35,Teacher,Male,Kolkata,Shared,Yes,4
City Comforts Residency,44,Freelancer,Female,Hyderabad,Dormitory,Yes,2
The Urban Nest Lodge,38,Doctor,Other,Bangalore,Shared,No,4
NestAway PG Living,18,Doctor,Other,Hyderabad,Dormitory,No,5
Sunrise PG Lodge,19,Freelancer,Male,Pune,Dormitory,Yes,4
Greenwood PG Lodge,35,Software Engineer,Male,Mumbai,Single,No,2
Maple PG Stay,38,Freelancer,Male,Pune,Shared,Yes,1
Greenwood PG Living,40,Doctor,Male,Delhi,Shared,No,3
Happy Homes Lodge,36,Freelancer,Female,Bangalore,Shared,Yes,5
Tranquil Residency Lodge,34,Freelancer,Female,Mumbai,Single,No,5
Happy Homes Stay,36,Student,Female,Pune,Single,Yes,1
Lotus Living Lodge,37,Doctor,Other,Hyderabad,Shared,Yes,4
Urban Habitat Stay,31,Student,Male,Delhi,Shared,Yes,1
Tranquil Residency Living,42,Business Owner,Male,Kolkata,Single,No,2
Metro Living Lodge,30,Teacher,Other,Hyderabad,Single,Yes,3
Royal Residency Inn,43,Software Engineer,Male,Hyderabad,Dormitory,Yes,3
Infinity PG Inn,41,Artist,Male,Kolkata,Dormitory,Yes,3
Greenwood PG Residency,23,Student,Female,Mumbai,Dormitory,No,2
Tranquil Residency Lodge,42,Business Owner,Other,Kolkata,Single,Yes,4
Metro Living Inn,45,Freelancer,Female,Delhi,Single,Yes,5
Cozy Nest Inn,29,Doctor,Female,Ahmedabad,Dormitory,Yes,4
Harmony Living Inn,41,Freelancer,Female,Chennai,Dormitory,No,3
Serene Stay Stay,25,Artist,Male,Delhi,Dormitory,Yes,1
Greenwood PG Lodge,21,Student,Female,Hyderabad,Dormitory,No,3
The Urban Nest Stay,41,Teacher,Female,Mumbai,Shared,Yes,3
Happy Homes Lodge,24,Artist,Male,Delhi,Dormitory,Yes,2
Blue Sky PG Stay,29,Artist,Female,Delhi,Single,Yes,3
Elite Stay Lodge,30,Business Owner,Female,Hyderabad,Dormitory,Yes,4
Sunrise PG Residency,20,Teacher,Other,Kolkata,Shared,No,3
Serene Stay Living,43,Student,Male,Delhi,Shared,Yes,3
Metro Living Lodge,33,Software Engineer,Other,Hyderabad,Shared,No,1
Comfort Inn Living,22,Artist,Female,Hyderabad,Shared,Yes,4
Sunrise PG Lodge,23,Teacher,Male,Kolkata,Single,Yes,2
Serene Stay Living,35,Student,Male,Mumbai,Single,No,1
Pearl Residency Stay,39,Student,Female,Hyderabad,Single,Yes,5
Infinity PG Stay,40,Artist,Female,Mumbai,Shared,Yes,2
Cozy Nest Inn,42,Doctor,Female,Ahmedabad,Shared,Yes,2
Comfort Inn Lodge,30,Software Engineer,Male,Kolkata,Single,No,5
Golden Acres PG Lodge,24,Teacher,Other,Ahmedabad,Shared,No,5
Greenwood PG Living,29,Software Engineer,Other,Bangalore,Dormitory,Yes,1
Maple PG Living,29,Doctor,Female,Kolkata,Shared,No,5
Infinity PG Lodge,39,Software Engineer,Male,Pune,Dormitory,No,2
Sunrise PG Lodge,31,Teacher,Male,Mumbai,Single,No,2
Maple PG Stay,20,Software Engineer,Other,Hyderabad,Dormitory,Yes,2
Lotus Living Living,36,Student,Other,Kolkata,Dormitory,No,1
Elite Stay Lodge,18,Artist,Male,Ahmedabad,Dormitory,Yes,4
Smart Stay Residency,41,Teacher,Female,Hyderabad,Shared,Yes,5
Metro Living Inn,33,Student,Female,Bangalore,Single,No,1
Sunrise PG Lodge,30,Freelancer,Female,Pune,Single,Yes,3
Happy Homes Stay,20,Software Engineer,Other,Mumbai,Shared,No,2
Lotus Living Lodge,38,Business Owner,Male,Ahmedabad,Dormitory,Yes,4
Maple PG Stay,19,Doctor,Female,Kolkata,Single,No,5
Cozy Nest Inn,33,Student,Male,Mumbai,Shared,Yes,4
Skyline PG Living,37,Software Engineer,Other,Delhi,Single,Yes,1
Serene Stay Living,38,Software Engineer,Female,Delhi,Dormitory,No,4
Safe Haven Inn,39,Doctor,Female,Delhi,Shared,Yes,1
City Comforts Living,20,Doctor,Other,Kolkata,Dormitory,No,4
Lotus Living Residency,22,Freelancer,Female,Chennai,Shared,Yes,4
Tranquil Residency Lodge,35,Business Owner,Female,Chennai,Dormitory,No,2
Cozy Nest Lodge,34,Business Owner,Female,Mumbai,Single,Yes,4
Greenwood PG Inn,41,Software Engineer,Male,Bangalore,Dormitory,Yes,5
City Comforts Living,27,Student,Other,Bangalore,Single,No,5
The Urban Nest Residency,43,Artist,Female,Chennai,Single,Yes,2
Harmony Living Lodge,18,Student,Female,Kolkata,Single,Yes,5
Maple PG Lodge,38,Artist,Other,Chennai,Dormitory,No,2
Blue Sky PG Inn,34,Student,Other,Mumbai,Dormitory,No,3
Sunrise PG Living,18,Freelancer,Other,Mumbai,Single,No,1
Safe Haven Stay,43,Teacher,Male,Mumbai,Shared,Yes,5
Pearl Residency Living,37,Software Engineer,Male,Pune,Single,Yes,5
Serene Stay Lodge,45,Freelancer,Male,Mumbai,Dormitory,No,4
Serene Stay Lodge,32,Software Engineer,Other,Ahmedabad,Single,No,2
Comfort Inn Stay,31,Software Engineer,Other,Bangalore,Dormitory,No,4
Cozy Nest Stay,20,Student,Female,Chennai,Single,No,1
Pearl Residency Inn,21,Artist,Male,Bangalore,Dormitory,Yes,5
Greenwood PG Living,18,Teacher,Male,Delhi,Single,No,4
Infinity PG Living,41,Software Engineer,Other,Hyderabad,Single,No,1
Safe Haven Living,40,Freelancer,Female,Ahmedabad,Dormitory,No,5
City Comforts Stay,33,Teacher,Female,Bangalore,Shared,No,5
Safe Haven Lodge,45,Student,Other,Hyderabad,Dormitory,Yes,3
Royal Residency Lodge,38,Software Engineer,Other,Ahmedabad,Dormitory,No,2
Happy Homes Living,40,Business Owner,Female,Chennai,Shared,Yes,4
Cozy Nest Living,36,Business Owner,Male,Delhi,Single,Yes,3
Skyline PG Inn,31,Student,Male,Pune,Single,No,2
Harmony Living Residency,19,Doctor,Other,Chennai,Shared,Yes,5
Infinity PG Living,22,Artist,Female,Mumbai,Dormitory,No,2
Royal Residency Lodge,30,Teacher,Male,Pune,Dormitory,No,1
Royal Residency Inn,20,Freelancer,Male,Ahmedabad,Shared,No,2
Blue Sky PG Living,41,Software Engineer,Male,Pune,Shared,No,1
Blue Sky PG Lodge,28,Business Owner,Other,Ahmedabad,Dormitory,No,5
Safe Haven Stay,43,Software Engineer,Female,Delhi,Single,No,2
Metro Living Inn,19,Doctor,Male,Ahmedabad,Single,Yes,2
Metro Living Inn,18,Software Engineer,Female,Hyderabad,Single,No,5
Infinity PG Lodge,40,Student,Male,Chennai,Single,Yes,4
Happy Homes Stay,31,Business Owner,Female,Kolkata,Shared,Yes,2
Metro Living Residency,35,Artist,Female,Bangalore,Shared,Yes,1
NestAway PG Lodge,42,Student,Male,Chennai,Shared,Yes,4
The Urban Nest Lodge,36,Doctor,Male,Delhi,Dormitory,Yes,2
Smart Stay Residency,22,Business Owner,Male,Delhi,Dormitory,Yes,2
Maple PG Residency,19,Freelancer,Male,Delhi,Dormitory,No,1
Happy Homes Stay,35,Teacher,Female,Pune,Shared,No,5
Elite Stay Stay,37,Business Owner,Other,Bangalore,Dormitory,No,1
Greenwood PG Stay,29,Teacher,Other,Delhi,Shared,Yes,5
Sunrise PG Residency,33,Student,Other,Mumbai,Shared,Yes,3
Golden Acres PG Lodge,22,Doctor,Female,Pune,Dormitory,No,1
Tranquil Residency Inn,22,Student,Female,Hyderabad,Shared,Yes,5
Metro Living Residency,32,Business Owner,Male,Hyderabad,Single,Yes,3
Lotus Living Living,40,Teacher,Female,Hyderabad,Dormitory,Yes,3
Greenwood PG Residency,44,Software Engineer,Female,Delhi,Dormitory,Yes,2
Serene Stay Inn,28,Artist,Female,Kolkata,Dormitory,Yes,3
Pearl Residency Inn,31,Software Engineer,Other,Hyderabad,Single,No,4
Safe Haven Lodge,32,Freelancer,Other,Ahmedabad,Single,Yes,2
Tranquil Residency Lodge,22,Software Engineer,Female,Pune,Dormitory,No,5
Royal Residency Inn,38,Teacher,Male,Mumbai,Dormitory,No,3
Safe Haven Lodge,20,Student,Female,Delhi,Shared,No,5
Smart Stay Living,32,Artist,Male,Mumbai,Shared,Yes,3
Royal Residency Living,19,Business Owner,Female,Kolkata,Shared,Yes,3
Harmony Living Inn,37,Teacher,Female,Chennai,Dormitory,No,4
Urban Habitat Inn,25,Software Engineer,Male,Kolkata,Dormitory,No,4
Safe Haven Residency,32,Student,Other,Bangalore,Dormitory,No,4
Safe Haven Residency,29,Artist,Female,Delhi,Single,Yes,4
Happy Homes Residency,44,Business Owner,Other,Hyderabad,Single,No,2
Harmony Living Residency,18,Doctor,Male,Kolkata,Single,No,5
Sunrise PG Living,45,Student,Male,Delhi,Shared,Yes,4
Urban Habitat Stay,27,Teacher,Female,Delhi,Shared,No,4
Elite Stay Living,32,Business Owner,Male,Delhi,Single,Yes,3
Royal Residency Lodge,18,Artist,Female,Hyderabad,Dormitory,Yes,5
The Urban Nest Residency,34,Teacher,Male,Pune,Dormitory,No,2
Skyline PG Stay,31,Freelancer,Other,Hyderabad,Dormitory,Yes,5
Cozy Nest Lodge,39,Doctor,Other,Chennai,Single,No,5
Elite Stay Residency,19,Student,Male,Pune,Dormitory,Yes,4
Serene Stay Residency,41,Freelancer,Male,Bangalore,Dormitory,Yes,3
NestAway PG Lodge,40,Business Owner,Female,Kolkata,Shared,Yes,2
Smart Stay Living,32,Freelancer,Female,Hyderabad,Single,No,2
NestAway PG Lodge,35,Software Engineer,Other,Mumbai,Shared,No,4
Cozy Nest Lodge,40,Student,Female,Pune,Shared,No,2
Sunrise PG Inn,25,Teacher,Other,Kolkata,Single,Yes,3
Metro Living Inn,28,Software Engineer,Female,Mumbai,Shared,No,1
NestAway PG Inn,19,Software Engineer,Other,Hyderabad,Single,Yes,1
Skyline PG Inn,45,Freelancer,Other,Hyderabad,Dormitory,Yes,2
Royal Residency Stay,23,Business Owner,Male,Delhi,Shared,No,4
Golden Acres PG Stay,27,Teacher,Other,Ahmedabad,Dormitory,Yes,2
Pearl Residency Inn,20,Student,Female,Pune,Single,Yes,4
Infinity PG Residency,22,Teacher,Other,Chennai,Dormitory,No,2
Golden Acres PG Living,37,Business Owner,Male,Chennai,Dormitory,No,1
Serene Stay Living,42,Freelancer,Other,Delhi,Single,No,4
Tranquil Residency Stay,23,Software Engineer,Female,Ahmedabad,Dormitory,No,1
Cozy Nest Lodge,39,Software Engineer,Male,Hyderabad,Dormitory,No,2
Golden Acres PG Residency,28,Business Owner,Other,Kolkata,Single,Yes,4
Happy Homes Stay,40,Freelancer,Male,Kolkata,Shared,No,3
Blue Sky PG Living,18,Business Owner,Other,Hyderabad,Dormitory,No,2
Golden Acres PG Inn,45,Doctor,Male,Delhi,Shared,No,3
Infinity PG Lodge,38,Doctor,Male,Kolkata,Shared,Yes,5
Elite Stay Inn,20,Freelancer,Female,Bangalore,Shared,No,5
Metro Living Living,21,Teacher,Other,Hyderabad,Dormitory,Yes,1
Lotus Living Residency,36,Artist,Female,Pune,Dormitory,No,1
Happy Homes Stay,31,Student,Female,Hyderabad,Dormitory,No,2
Sunrise PG Inn,38,Business Owner,Other,Delhi,Shared,No,4
Maple PG Residency,44,Freelancer,Other,Hyderabad,Single,Yes,5
Harmony Living Living,23,Teacher,Other,Ahmedabad,Dormitory,No,2
Lotus Living Inn,34,Software Engineer,Other,Hyderabad,Dormitory,Yes,3
Maple PG Lodge,42,Software Engineer,Other,Kolkata,Dormitory,No,1
Cozy Nest Stay,45,Doctor,Male,Delhi,Shared,No,5
Urban Habitat Inn,41,Freelancer,Other,Delhi,Shared,Yes,5
Cozy Nest Lodge,31,Teacher,Female,Chennai,Dormitory,Yes,2
Happy Homes Residency,43,Software Engineer,Male,Pune,Dormitory,Yes,3
Royal Residency Residency,30,Teacher,Female,Mumbai,Dormitory,Yes,4
Elite Stay Stay,18,Business Owner,Female,Ahmedabad,Dormitory,No,2
Comfort Inn Lodge,18,Student,Male,Pune,Shared,No,4
Golden Acres PG Inn,22,Student,Other,Hyderabad,Dormitory,No,1
Royal Residency Inn,27,Freelancer,Female,Chennai,Single,Yes,1
Pearl Residency Lodge,34,Artist,Male,Chennai,Shared,No,4
Blue Sky PG Lodge,22,Artist,Other,Pune,Shared,No,3
NestAway PG Inn,20,Teacher,Female,Chennai,Dormitory,No,3
Cozy Nest Living,36,Freelancer,Other,Mumbai,Dormitory,Yes,2
NestAway PG Stay,25,Software Engineer,Female,Hyderabad,Single,Yes,1
Happy Homes Inn,30,Student,Male,Delhi,Shared,Yes,3
